Car_Number,Arrive,Depart,Wait,Direction
8312,57928,57962,34,W
8317,57942,57964,22,E
8315,57938,57964,26,W
8320,57954,57966,12,E
8318,57948,57966,18,W
8323,57966,57968,2,E
8322,57958,57968,10,W
8324,57968,57970,2,W
8327,57978,57978,0,E
8328,57978,57978,0,W
8329,57988,57988,0,W
8331,57990,57990,0,E
8333,57998,57998,0,W
8334,58002,58002,0,E
8335,58008,58008,0,W
8338,58014,58014,0,E
8339,58018,58018,0,W
8326,57975,58020,45,N
8325,57969,58020,51,S
8332,57993,58022,29,N
8330,57989,58022,33,S
8337,58011,58024,13,N
8336,58009,58024,15,S
8343,58029,58030,1,N
8342,58029,58030,1,S
8346,58047,58048,1,N
8348,58049,58050,1,S
8340,58026,58066,40,E
8341,58028,58066,38,W
8344,58038,58068,30,E
8345,58038,58068,30,W
8349,58050,58070,20,E
8347,58048,58070,22,W
8351,58062,58072,10,E
8350,58058,58072,14,W
8355,58074,58074,0,E
8353,58068,58074,6,W
8356,58078,58078,0,W
8358,58086,58086,0,E
8359,58088,58088,0,W
8361,58098,58098,0,E
8362,58098,58098,0,W
8364,58108,58108,0,W
8366,58110,58110,0,E
8367,58118,58118,0,W
8369,58122,58122,0,E
8352,58065,58126,61,N
8354,58069,58126,57,S
8357,58083,58128,45,N
8360,58089,58128,39,S
8363,58101,58130,29,N
8365,58109,58130,21,S
8368,58119,58132,13,N
8371,58129,58132,3,S
8373,58137,58138,1,N
8377,58149,58150,1,S
8378,58155,58156,1,N
8372,58134,58170,36,E
8370,58128,58170,42,W
8375,58146,58172,26,E
8374,58138,58172,34,W
8379,58158,58174,16,E
8376,58148,58174,26,W
8383,58170,58176,6,E
8380,58158,58176,18,W
8381,58168,58178,10,W
8385,58178,58180,2,W
8386,58182,58182,0,E
8387,58188,58188,0,W
8390,58194,58194,0,E
8391,58198,58198,0,W
8392,58206,58206,0,E
8393,58208,58208,0,W
8396,58218,58218,0,E
8397,58218,58218,0,W
8399,58228,58228,0,W
8384,58173,58230,57,N
8382,58169,58230,61,S
8389,58191,58232,41,N
8388,58189,58232,43,S
8395,58209,58234,25,N
8394,58209,58234,25,S
8398,58227,58236,9,N
8400,58229,58236,7,S
8404,58245,58246,1,N
8406,58249,58250,1,S
8409,58263,58264,1,N
8412,58269,58270,1,S
8401,58230,58276,46,E
8402,58238,58276,38,W
8403,58242,58278,36,E
8405,58248,58278,30,W
8407,58254,58280,26,E
8408,58258,58280,22,W
8410,58266,58282,16,E
8411,58268,58282,14,W
8413,58278,58284,6,E
8414,58278,58284,6,W
8416,58288,58288,0,W
8418,58290,58290,0,E
8419,58298,58298,0,W
8421,58302,58302,0,E
8422,58308,58308,0,W
8424,58314,58314,0,E
8426,58318,58318,0,W
8427,58326,58326,0,E
8428,58328,58328,0,W
8415,58281,58336,55,N
8417,58289,58336,47,S
8420,58299,58338,39,N
8423,58309,58338,29,S
8425,58317,58340,23,N
8429,58329,58340,11,S
8430,58335,58342,7,N
8434,58349,58350,1,S
8436,58353,58354,1,N
8440,58369,58370,1,S
8441,58371,58372,1,N
8431,58338,58380,42,E
8432,58338,58380,42,W
8435,58350,58382,32,E
8433,58348,58382,34,W
8438,58362,58384,22,E
8437,58358,58384,26,W
8442,58374,58386,12,E
8439,58368,58386,18,W
8444,58386,58388,2,E
8443,58378,58388,10,W
8445,58388,58390,2,W
8448,58398,58398,0,E
8449,58398,58398,0,W
8451,58408,58408,0,W
8453,58410,58410,0,E
8454,58418,58418,0,W
8455,58422,58422,0,E
8457,58428,58428,0,W
8459,58434,58434,0,E
8460,58438,58438,0,W
8447,58389,58440,51,N
8446,58389,58440,51,S
8450,58407,58442,35,N
8452,58409,58442,33,S
8456,58425,58444,19,N
8458,58429,58444,15,S
8461,58443,58446,3,N
8464,58449,58450,1,S
8467,58461,58462,1,N
8469,58469,58470,1,S
8472,58479,58480,1,N
8462,58446,58486,40,E
8463,58448,58486,38,W
8465,58458,58488,30,E
8466,58458,58488,30,W
8470,58470,58490,20,E
8468,58468,58490,22,W
8473,58482,58492,10,E
8471,58478,58492,14,W
8476,58494,58494,0,E
8474,58488,58494,6,W
8478,58498,58498,0,W
8479,58506,58506,0,E
8480,58508,58508,0,W
8483,58518,58518,0,E
8484,58518,58518,0,W
8485,58528,58528,0,W
8487,58530,58530,0,E
8489,58538,58538,0,W
8490,58542,58542,0,E
8477,58497,58546,49,N
8475,58489,58546,57,S
8482,58515,58548,33,N
8481,58509,58548,39,S
8488,58533,58550,17,N
8486,58529,58550,21,S
8493,58551,58552,1,N
8492,58549,58552,3,S
8499,58569,58570,1,N
8498,58569,58570,1,S
8502,58587,58588,1,N
8494,58554,58590,36,E
8491,58548,58590,42,W
8496,58566,58592,26,E
8495,58558,58592,34,W
8500,58578,58594,16,E
8497,58568,58594,26,W
8505,58590,58596,6,E
8501,58578,58596,18,W
8503,58588,58598,10,W
8506,58598,58600,2,W
8507,58602,58602,0,E
8509,58608,58608,0,W
8511,58614,58614,0,E
8512,58618,58618,0,W
8514,58626,58626,0,E
8515,58628,58628,0,W
8517,58638,58638,0,E
8518,58638,58638,0,W
8520,58648,58648,0,W
8508,58605,58650,45,N
8504,58589,58650,61,S
8513,58623,58652,29,N
8510,58609,58652,43,S
8519,58641,58654,13,N
8516,58629,58654,25,S
8521,58649,58656,7,S
8524,58659,58660,1,N
8527,58669,58670,1,S
8529,58677,58678,1,N
8533,58689,58690,1,S
8522,58650,58696,46,E
8523,58658,58696,38,W
8525,58662,58698,36,E
8526,58668,58698,30,W
8528,58674,58700,26,E
8530,58678,58700,22,W
8531,58686,58702,16,E
8532,58688,58702,14,W
8535,58698,58704,6,E
8536,58698,58704,6,W
8537,58708,58708,0,W
8539,58710,58710,0,E
8541,58718,58718,0,W
8542,58722,58722,0,E
8543,58728,58728,0,W
8546,58734,58734,0,E
8547,58738,58738,0,W
8548,58746,58746,0,E
8549,58748,58748,0,W
8534,58695,58756,61,N
8538,58709,58756,47,S
8540,58713,58758,45,N
8544,58729,58758,29,S
8545,58731,58760,29,N
8550,58749,58760,11,S
8551,58749,58762,13,N
8554,58767,58768,1,N
8556,58769,58770,1,S
8560,58785,58786,1,N
8562,58789,58790,1,S
8552,58758,58800,42,E
8553,58758,58800,42,W
8557,58770,58802,32,E
8555,58768,58802,34,W
8559,58782,58804,22,E
8558,58778,58804,26,W
8563,58794,58806,12,E
8561,58788,58806,18,W
8566,58806,58808,2,E
8564,58798,58808,10,W
8567,58808,58810,2,W
8569,58818,58818,0,E
8570,58818,58818,0,W
8572,58828,58828,0,W
8574,58830,58830,0,E
8575,58838,58838,0,W
8577,58842,58842,0,E
8578,58848,58848,0,W
8580,58854,58854,0,E
8582,58858,58858,0,W
8565,58803,58860,57,N
8568,58809,58860,51,S
8571,58821,58862,41,N
8573,58829,58862,33,S
8576,58839,58864,25,N
8579,58849,58864,15,S
8581,58857,58866,9,N
8585,58869,58870,1,S
8586,58875,58876,1,N
8590,58889,58890,1,S
8592,58893,58894,1,N
8583,58866,58906,40,E
8584,58868,58906,38,W
8587,58878,58908,30,E
8588,58878,58908,30,W
8591,58890,58910,20,E
8589,58888,58910,22,W
8594,58902,58912,10,E
8593,58898,58912,14,W
8598,58914,58914,0,E
8595,58908,58914,6,W
8599,58918,58918,0,W
8600,58926,58926,0,E
8601,58928,58928,0,W
8604,58938,58938,0,E
8605,58938,58938,0,W
8607,58948,58948,0,W
8609,58950,58950,0,E
8610,58958,58958,0,W
8611,58962,58962,0,E
8597,58911,58966,55,N
8596,58909,58966,57,S
8603,58929,58968,39,N
8602,58929,58968,39,S
8606,58947,58970,23,N
8608,58949,58970,21,S
8612,58965,58972,7,N
8614,58969,58972,3,S
8617,58983,58984,1,N
8620,58989,58990,1,S
8623,59001,59002,1,N
8615,58974,59010,36,E
8613,58968,59010,42,W
8618,58986,59012,26,E
8616,58978,59012,34,W
8621,58998,59014,16,E
8619,58988,59014,26,W
8626,59010,59016,6,E
8622,58998,59016,18,W
8624,59008,59018,10,W
8627,59018,59020,2,W
8629,59022,59022,0,E
8630,59028,59028,0,W
8632,59034,59034,0,E
8634,59038,59038,0,W
8635,59046,59046,0,E
8636,59048,59048,0,W
8639,59058,59058,0,E
8640,59058,59058,0,W
8641,59068,59068,0,W
8628,59019,59070,51,N
8625,59009,59070,61,S
8633,59037,59072,35,N
8631,59029,59072,43,S
8638,59055,59074,19,N
8637,59049,59074,25,S
8644,59073,59076,3,N
8642,59069,59076,7,S
8648,59089,59090,1,S
8649,59091,59092,1,N
8655,59109,59110,1,N
8654,59109,59110,1,S
8643,59070,59116,46,E
8645,59078,59116,38,W
8646,59082,59118,36,E
8647,59088,59118,30,W
8650,59094,59120,26,E
8651,59098,59120,22,W
8652,59106,59122,16,E
8653,59108,59122,14,W
8656,59118,59124,6,E
8657,59118,59124,6,W
8659,59128,59128,0,W
8661,59130,59130,0,E
8662,59138,59138,0,W
8663,59142,59142,0,E
8665,59148,59148,0,W
8667,59154,59154,0,E
8668,59158,59158,0,W
8670,59166,59166,0,E
8671,59168,59168,0,W
8658,59127,59176,49,N
8660,59129,59176,47,S
8664,59145,59178,33,N
8666,59149,59178,29,S
8669,59163,59180,17,N
8672,59169,59180,11,S
8675,59181,59182,1,N
8677,59189,59190,1,S
8680,59199,59200,1,N
8683,59209,59210,1,S
8685,59217,59218,1,N
8673,59178,59220,42,E
8674,59178,59220,42,W
8678,59190,59222,32,E
8676,59188,59222,34,W
8681,59202,59224,22,E
8679,59198,59224,26,W
8684,59214,59226,12,E
8682,59208,59226,18,W
8687,59226,59228,2,E
8686,59218,59228,10,W
8688,59228,59230,2,W
8691,59238,59238,0,E
8692,59238,59238,0,W
8693,59248,59248,0,W
8695,59250,59250,0,E
8697,59258,59258,0,W
8698,59262,59262,0,E
8699,59268,59268,0,W
8702,59274,59274,0,E
8703,59278,59278,0,W
8690,59235,59280,45,N
8689,59229,59280,51,S
8696,59253,59282,29,N
8694,59249,59282,33,S
8701,59271,59284,13,N
8700,59269,59284,15,S
8707,59289,59290,1,N
8706,59289,59290,1,S
8710,59307,59308,1,N
8712,59309,59310,1,S
8704,59286,59326,40,E
8705,59288,59326,38,W
8708,59298,59328,30,E
8709,59298,59328,30,W
8713,59310,59330,20,E
8711,59308,59330,22,W
8715,59322,59332,10,E
8714,59318,59332,14,W
8719,59334,59334,0,E
8717,59328,59334,6,W
8720,59338,59338,0,W
8722,59346,59346,0,E
8723,59348,59348,0,W
8725,59358,59358,0,E
8726,59358,59358,0,W
8728,59368,59368,0,W
8730,59370,59370,0,E
8731,59378,59378,0,W
8733,59382,59382,0,E
8716,59325,59386,61,N
8718,59329,59386,57,S
8721,59343,59388,45,N
8724,59349,59388,39,S
8727,59361,59390,29,N
8729,59369,59390,21,S
8732,59379,59392,13,N
8735,59389,59392,3,S
8737,59397,59398,1,N
8741,59409,59410,1,S
8742,59415,59416,1,N
8736,59394,59430,36,E
8734,59388,59430,42,W
8739,59406,59432,26,E
8738,59398,59432,34,W
8743,59418,59434,16,E
8740,59408,59434,26,W
8747,59430,59436,6,E
8744,59418,59436,18,W
8745,59428,59438,10,W
8749,59438,59440,2,W
8750,59442,59442,0,E
8751,59448,59448,0,W
8754,59454,59454,0,E
8755,59458,59458,0,W
8756,59466,59466,0,E
8757,59468,59468,0,W
8760,59478,59478,0,E
8761,59478,59478,0,W
8763,59488,59488,0,W
8748,59433,59490,57,N
8746,59429,59490,61,S
8753,59451,59492,41,N
8752,59449,59492,43,S
8759,59469,59494,25,N
8758,59469,59494,25,S
8762,59487,59496,9,N
8764,59489,59496,7,S
8768,59505,59506,1,N
8770,59509,59510,1,S
8773,59523,59524,1,N
8776,59529,59530,1,S
8765,59490,59536,46,E
8766,59498,59536,38,W
8767,59502,59538,36,E
8769,59508,59538,30,W
8771,59514,59540,26,E
8772,59518,59540,22,W
8774,59526,59542,16,E
8775,59528,59542,14,W
8777,59538,59544,6,E
8778,59538,59544,6,W
8780,59548,59548,0,W
8782,59550,59550,0,E
8783,59558,59558,0,W
8785,59562,59562,0,E
8786,59568,59568,0,W
8788,59574,59574,0,E
8790,59578,59578,0,W
8791,59586,59586,0,E
8792,59588,59588,0,W
8779,59541,59596,55,N
8781,59549,59596,47,S
8784,59559,59598,39,N
8787,59569,59598,29,S
8789,59577,59600,23,N
8793,59589,59600,11,S
8794,59595,59602,7,N
8798,59609,59610,1,S
8800,59613,59614,1,N
8804,59629,59630,1,S
8805,59631,59632,1,N
8795,59598,59640,42,E
8796,59598,59640,42,W
8799,59610,59642,32,E
8797,59608,59642,34,W
8802,59622,59644,22,E
8801,59618,59644,26,W
8806,59634,59646,12,E
8803,59628,59646,18,W
8808,59646,59648,2,E
8807,59638,59648,10,W
8809,59648,59650,2,W
8812,59658,59658,0,E
8813,59658,59658,0,W
8815,59668,59668,0,W
8817,59670,59670,0,E
8818,59678,59678,0,W
8819,59682,59682,0,E
8821,59688,59688,0,W
8823,59694,59694,0,E
8824,59698,59698,0,W
8811,59649,59700,51,N
8810,59649,59700,51,S
8814,59667,59702,35,N
8816,59669,59702,33,S
8820,59685,59704,19,N
8822,59689,59704,15,S
8825,59703,59706,3,N
8828,59709,59710,1,S
8831,59721,59722,1,N
8833,59729,59730,1,S
8836,59739,59740,1,N
8826,59706,59746,40,E
8827,59708,59746,38,W
8829,59718,59748,30,E
8830,59718,59748,30,W
8834,59730,59750,20,E
8832,59728,59750,22,W
8837,59742,59752,10,E
8835,59738,59752,14,W
8840,59754,59754,0,E
8838,59748,59754,6,W
8842,59758,59758,0,W
8843,59766,59766,0,E
8844,59768,59768,0,W
8847,59778,59778,0,E
8848,59778,59778,0,W
8849,59788,59788,0,W
8851,59790,59790,0,E
8853,59798,59798,0,W
8854,59802,59802,0,E
8841,59757,59806,49,N
8839,59749,59806,57,S
8846,59775,59808,33,N
8845,59769,59808,39,S
8852,59793,59810,17,N
8850,59789,59810,21,S
8857,59811,59812,1,N
8856,59809,59812,3,S
8863,59829,59830,1,N
8862,59829,59830,1,S
8866,59847,59848,1,N
8858,59814,59850,36,E
8855,59808,59850,42,W
8860,59826,59852,26,E
8859,59818,59852,34,W
8864,59838,59854,16,E
8861,59828,59854,26,W
8869,59850,59856,6,E
8865,59838,59856,18,W
8867,59848,59858,10,W
8870,59858,59860,2,W
8871,59862,59862,0,E
8873,59868,59868,0,W
8875,59874,59874,0,E
8876,59878,59878,0,W
8878,59886,59886,0,E
8879,59888,59888,0,W
8881,59898,59898,0,E
8882,59898,59898,0,W
8884,59908,59908,0,W
8872,59865,59910,45,N
8868,59849,59910,61,S
8877,59883,59912,29,N
8874,59869,59912,43,S
8883,59901,59914,13,N
8880,59889,59914,25,S
8885,59909,59916,7,S
8888,59919,59920,1,N
8891,59929,59930,1,S
8893,59937,59938,1,N
8897,59949,59950,1,S
8886,59910,59956,46,E
8887,59918,59956,38,W
8889,59922,59958,36,E
8890,59928,59958,30,W
8892,59934,59960,26,E
8894,59938,59960,22,W
8895,59946,59962,16,E
8896,59948,59962,14,W
8899,59958,59964,6,E
8900,59958,59964,6,W
8901,59968,59968,0,W
8903,59970,59970,0,E
8905,59978,59978,0,W
8906,59982,59982,0,E
8907,59988,59988,0,W
8910,59994,59994,0,E
8911,59998,59998,0,W
8912,60006,60006,0,E
8913,60008,60008,0,W
8898,59955,60016,61,N
8902,59969,60016,47,S
8904,59973,60018,45,N
8908,59989,60018,29,S
8909,59991,60020,29,N
8914,60009,60020,11,S
8915,60009,60022,13,N
8918,60027,60028,1,N
8920,60029,60030,1,S
8924,60045,60046,1,N
8926,60049,60050,1,S
8916,60018,60060,42,E
8917,60018,60060,42,W
8921,60030,60062,32,E
8919,60028,60062,34,W
8923,60042,60064,22,E
8922,60038,60064,26,W
8927,60054,60066,12,E
8925,60048,60066,18,W
8930,60066,60068,2,E
8928,60058,60068,10,W
8931,60068,60070,2,W
8933,60078,60078,0,E
8934,60078,60078,0,W
8936,60088,60088,0,W
8938,60090,60090,0,E
8939,60098,60098,0,W
8941,60102,60102,0,E
8942,60108,60108,0,W
8944,60114,60114,0,E
8946,60118,60118,0,W
8929,60063,60120,57,N
8932,60069,60120,51,S
8935,60081,60122,41,N
8937,60089,60122,33,S
8940,60099,60124,25,N
8943,60109,60124,15,S
8945,60117,60126,9,N
8949,60129,60130,1,S
8950,60135,60136,1,N
8954,60149,60150,1,S
8956,60153,60154,1,N
8947,60126,60166,40,E
8948,60128,60166,38,W
8951,60138,60168,30,E
8952,60138,60168,30,W
8955,60150,60170,20,E
8953,60148,60170,22,W
8958,60162,60172,10,E
8957,60158,60172,14,W
8962,60174,60174,0,E
8959,60168,60174,6,W
8963,60178,60178,0,W
8964,60186,60186,0,E
8965,60188,60188,0,W
8968,60198,60198,0,E
8969,60198,60198,0,W
8971,60208,60208,0,W
8973,60210,60210,0,E
8974,60218,60218,0,W
8975,60222,60222,0,E
8961,60171,60226,55,N
8960,60169,60226,57,S
8967,60189,60228,39,N
8966,60189,60228,39,S
8970,60207,60230,23,N
8972,60209,60230,21,S
8976,60225,60232,7,N
8978,60229,60232,3,S
8981,60243,60244,1,N
8984,60249,60250,1,S
8987,60261,60262,1,N
8979,60234,60270,36,E
8977,60228,60270,42,W
8982,60246,60272,26,E
8980,60238,60272,34,W
8985,60258,60274,16,E
8983,60248,60274,26,W
8990,60270,60276,6,E
8986,60258,60276,18,W
8988,60268,60278,10,W
8991,60278,60280,2,W
8993,60282,60282,0,E
8994,60288,60288,0,W
8996,60294,60294,0,E
8998,60298,60298,0,W
8999,60306,60306,0,E
9000,60308,60308,0,W
9003,60318,60318,0,E
9004,60318,60318,0,W
9005,60328,60328,0,W
8992,60279,60330,51,N
8989,60269,60330,61,S
8997,60297,60332,35,N
8995,60289,60332,43,S
9002,60315,60334,19,N
9001,60309,60334,25,S
9008,60333,60336,3,N
9006,60329,60336,7,S
9012,60349,60350,1,S
9013,60351,60352,1,N
9019,60369,60370,1,N
9018,60369,60370,1,S
9007,60330,60376,46,E
9009,60338,60376,38,W
9010,60342,60378,36,E
9011,60348,60378,30,W
9014,60354,60380,26,E
9015,60358,60380,22,W
9016,60366,60382,16,E
9017,60368,60382,14,W
9020,60378,60384,6,E
9021,60378,60384,6,W
9023,60388,60388,0,W
9025,60390,60390,0,E
9026,60398,60398,0,W
9027,60402,60402,0,E
9029,60408,60408,0,W
9031,60414,60414,0,E
9032,60418,60418,0,W
9034,60426,60426,0,E
9035,60428,60428,0,W
9022,60387,60436,49,N
9024,60389,60436,47,S
9028,60405,60438,33,N
9030,60409,60438,29,S
9033,60423,60440,17,N
9036,60429,60440,11,S
9039,60441,60442,1,N
9041,60449,60450,1,S
9044,60459,60460,1,N
9047,60469,60470,1,S
9049,60477,60478,1,N
9037,60438,60480,42,E
9038,60438,60480,42,W
9042,60450,60482,32,E
9040,60448,60482,34,W
9045,60462,60484,22,E
9043,60458,60484,26,W
9048,60474,60486,12,E
9046,60468,60486,18,W
9051,60486,60488,2,E
9050,60478,60488,10,W
9052,60488,60490,2,W
9055,60498,60498,0,E
9056,60498,60498,0,W
9057,60508,60508,0,W
9059,60510,60510,0,E
9061,60518,60518,0,W
9062,60522,60522,0,E
9063,60528,60528,0,W
9066,60534,60534,0,E
9067,60538,60538,0,W
9054,60495,60540,45,N
9053,60489,60540,51,S
9060,60513,60542,29,N
9058,60509,60542,33,S
9065,60531,60544,13,N
9064,60529,60544,15,S
9071,60549,60550,1,N
9070,60549,60550,1,S
9074,60567,60568,1,N
9076,60569,60570,1,S
9068,60546,60586,40,E
9069,60548,60586,38,W
9072,60558,60588,30,E
9073,60558,60588,30,W
9077,60570,60590,20,E
9075,60568,60590,22,W
9079,60582,60592,10,E
9078,60578,60592,14,W
9083,60594,60594,0,E
9081,60588,60594,6,W
9084,60598,60598,0,W
9086,60606,60606,0,E
9087,60608,60608,0,W
9089,60618,60618,0,E
9090,60618,60618,0,W
9092,60628,60628,0,W
9094,60630,60630,0,E
9095,60638,60638,0,W
9097,60642,60642,0,E
9080,60585,60646,61,N
9082,60589,60646,57,S
9085,60603,60648,45,N
9088,60609,60648,39,S
9091,60621,60650,29,N
9093,60629,60650,21,S
9096,60639,60652,13,N
9099,60649,60652,3,S
9101,60657,60658,1,N
9105,60669,60670,1,S
9106,60675,60676,1,N
9100,60654,60690,36,E
9098,60648,60690,42,W
9103,60666,60692,26,E
9102,60658,60692,34,W
9107,60678,60694,16,E
9104,60668,60694,26,W
9111,60690,60696,6,E
9108,60678,60696,18,W
9109,60688,60698,10,W
9113,60698,60700,2,W
9114,60702,60702,0,E
9115,60708,60708,0,W
9118,60714,60714,0,E
9119,60718,60718,0,W
9120,60726,60726,0,E
9121,60728,60728,0,W
9124,60738,60738,0,E
9125,60738,60738,0,W
9127,60748,60748,0,W
9112,60693,60750,57,N
9110,60689,60750,61,S
9117,60711,60752,41,N
9116,60709,60752,43,S
9123,60729,60754,25,N
9122,60729,60754,25,S
9126,60747,60756,9,N
9128,60749,60756,7,S
9132,60765,60766,1,N
9134,60769,60770,1,S
9137,60783,60784,1,N
9140,60789,60790,1,S
9129,60750,60796,46,E
9130,60758,60796,38,W
9131,60762,60798,36,E
9133,60768,60798,30,W
9135,60774,60800,26,E
9136,60778,60800,22,W
9138,60786,60802,16,E
9139,60788,60802,14,W
9141,60798,60804,6,E
9142,60798,60804,6,W
9144,60808,60808,0,W
9146,60810,60810,0,E
9147,60818,60818,0,W
9149,60822,60822,0,E
9150,60828,60828,0,W
9152,60834,60834,0,E
9154,60838,60838,0,W
9155,60846,60846,0,E
9156,60848,60848,0,W
9143,60801,60856,55,N
9145,60809,60856,47,S
9148,60819,60858,39,N
9151,60829,60858,29,S
9153,60837,60860,23,N
9157,60849,60860,11,S
9158,60855,60862,7,N
9162,60869,60870,1,S
9164,60873,60874,1,N
9168,60889,60890,1,S
9169,60891,60892,1,N
9159,60858,60900,42,E
9160,60858,60900,42,W
9163,60870,60902,32,E
9161,60868,60902,34,W
9166,60882,60904,22,E
9165,60878,60904,26,W
9170,60894,60906,12,E
9167,60888,60906,18,W
9172,60906,60908,2,E
9171,60898,60908,10,W
9173,60908,60910,2,W
9176,60918,60918,0,E
9177,60918,60918,0,W
9179,60928,60928,0,W
9181,60930,60930,0,E
9182,60938,60938,0,W
9183,60942,60942,0,E
9185,60948,60948,0,W
9187,60954,60954,0,E
9188,60958,60958,0,W
9175,60909,60960,51,N
9174,60909,60960,51,S
9178,60927,60962,35,N
9180,60929,60962,33,S
9184,60945,60964,19,N
9186,60949,60964,15,S
9189,60963,60966,3,N
9192,60969,60970,1,S
9195,60981,60982,1,N
9197,60989,60990,1,S
9200,60999,61000,1,N
9190,60966,61006,40,E
9191,60968,61006,38,W
9193,60978,61008,30,E
9194,60978,61008,30,W
9198,60990,61010,20,E
9196,60988,61010,22,W
9201,61002,61012,10,E
9199,60998,61012,14,W
9204,61014,61014,0,E
9202,61008,61014,6,W
9206,61018,61018,0,W
9207,61026,61026,0,E
9208,61028,61028,0,W
9211,61038,61038,0,E
9212,61038,61038,0,W
9213,61048,61048,0,W
9215,61050,61050,0,E
9217,61058,61058,0,W
9218,61062,61062,0,E
9205,61017,61066,49,N
9203,61009,61066,57,S
9210,61035,61068,33,N
9209,61029,61068,39,S
9216,61053,61070,17,N
9214,61049,61070,21,S
9221,61071,61072,1,N
9220,61069,61072,3,S
9227,61089,61090,1,N
9226,61089,61090,1,S
9230,61107,61108,1,N
9222,61074,61110,36,E
9219,61068,61110,42,W
9224,61086,61112,26,E
9223,61078,61112,34,W
9228,61098,61114,16,E
9225,61088,61114,26,W
9233,61110,61116,6,E
9229,61098,61116,18,W
9231,61108,61118,10,W
9234,61118,61120,2,W
9235,61122,61122,0,E
9237,61128,61128,0,W
9239,61134,61134,0,E
9240,61138,61138,0,W
9242,61146,61146,0,E
9243,61148,61148,0,W
9245,61158,61158,0,E
9246,61158,61158,0,W
9248,61168,61168,0,W
9236,61125,61170,45,N
9232,61109,61170,61,S
9241,61143,61172,29,N
9238,61129,61172,43,S
9247,61161,61174,13,N
9244,61149,61174,25,S
9249,61169,61176,7,S
9252,61179,61180,1,N
9255,61189,61190,1,S
9257,61197,61198,1,N
9261,61209,61210,1,S
9250,61170,61216,46,E
9251,61178,61216,38,W
9253,61182,61218,36,E
9254,61188,61218,30,W
9256,61194,61220,26,E
9258,61198,61220,22,W
9259,61206,61222,16,E
9260,61208,61222,14,W
9264,61219,61224,5,E
9263,61218,61224,6,W
9265,61228,61228,0,W
9267,61232,61232,0,E
9269,61238,61238,0,W
9270,61245,61246,1,E
9271,61248,61248,0,W
9274,61258,61258,0,E
9275,61258,61258,0,W
9276,61268,61268,0,W
9277,61271,61272,1,E
9262,61215,61276,61,N
9266,61230,61276,46,S
9268,61234,61278,44,N
9272,61251,61278,27,S
9273,61253,61280,27,N
9278,61272,61280,8,S
9279,61272,61282,10,N
9283,61291,61292,1,N
9284,61293,61294,1,S
9288,61310,61310,0,N
9290,61314,61314,0,S
9281,61284,61320,36,E
9280,61278,61320,42,W
9285,61297,61322,25,E
9282,61288,61322,34,W
9289,61310,61324,14,E
9286,61298,61324,26,W
9292,61323,61326,3,E
9287,61308,61326,18,W
9291,61318,61328,10,W
9293,61328,61330,2,W
9296,61336,61336,0,E
9297,61338,61338,0,W
9299,61348,61348,0,W
9300,61349,61350,1,E
9302,61358,61358,0,W
9303,61362,61362,0,E
9305,61368,61368,0,W
9306,61375,61376,1,E
9308,61378,61378,0,W
9294,61329,61380,51,N
9295,61335,61380,45,S
9298,61348,61382,34,N
9301,61356,61382,26,S
9304,61367,61384,17,N
9307,61377,61384,7,S
9309,61386,61386,0,N
9312,61398,61398,0,S
9315,61405,61406,1,N
9319,61419,61420,1,S
9320,61424,61424,0,N
9310,61388,61426,38,E
9311,61388,61426,38,W
9314,61401,61428,27,E
9313,61398,61428,30,W
9317,61414,61430,16,E
9316,61408,61430,22,W
9321,61427,61432,5,E
9318,61418,61432,14,W
9322,61428,61434,6,W
9323,61438,61438,0,W
9325,61440,61440,0,E
9327,61448,61448,0,W
9328,61453,61454,1,E
9329,61458,61458,0,W
9332,61466,61466,0,E
9333,61468,61468,0,W
9334,61478,61478,0,W
9335,61479,61480,1,E
9326,61443,61486,43,N
9324,61440,61486,46,S
9331,61462,61488,26,N
9330,61461,61488,27,S
9336,61481,61490,9,N
9337,61482,61490,8,S
9341,61500,61500,0,N
9342,61503,61504,1,S
